heur filename,filename,|V|,|E|,size [kB],heur depth,type,origin,description
heur_098,351016.protein.links.v11.0.txt.gr,4050,72049,654.5,1391.0,biology,https://string-db.org/,"STRING is a database of known and predicted protein-protein interactions. The interactions include direct (physical) and indirect (functional) associations; they stem from computational prediction, from knowledge transfer between organisms, and from interactions aggregated from other (primary) databases. This is a protein-interaction network of Roseobacter sp. AzwK3b."
heur_099,Costanzo2010-StringentCutoff.gr,4319,64691,560.4,1268.0,biology,https://thebiogrid.org/,"This is a gene-interaction network containing ~75% of all genes in the budding yeast (Saccharomyces cerevisiae). The vertices are genes and an edge represents the fact that individuals missing both genes are significantly less viable than if they miss only one gene. Data gathered by Costanzo, M. et al., The genetic landscape of a cell, Science, 327(5964), 425–431, 2010. http://dx.doi.org/10.1126/science.1180823"
heur_100,272630.protein.links.v11.0.txt.gr,4835,71266,626.3,1372.0,biology,https://string-db.org/,"STRING is a database of known and predicted protein-protein interactions. The interactions include direct (physical) and indirect (functional) associations; they stem from computational prediction, from knowledge transfer between organisms, and from interactions aggregated from other (primary) databases. This is a protein-interaction network of Methylobacterium extorquens AM1."
heur_101,power-US-Grid.gr,4941,6594,61.6,44.0,infrastructure,http://networkrepository.com/,a power grid network
heur_102,waxman_5125.gr,5059,11764,109.9,262.0,generated,Python networkx package,A Waxman graph (a random geometric graph) generated using waxman_graph function from Python’s networkx package
heur_103,ca-Erdos992.gr,5095,7532,66.4,146.0,social,http://networkrepository.com/,Erdos collaboration network
heur_104,soc-advogato.gr,5167,39489,341.6,953.0,social,http://networkrepository.com/,Advogato is a social community platform where users can explicitly express weighted trust relationships among themselves. The dataset contains a list of all of the user-to-user links.
heur_105,NE1K_HiC_Net_14.gr,5200,385300,3573.6,770.0,biology,http://snap.stanford.edu/biodata/,"This is a Hi-C interaction network. Hi-C is a chromosome conformation capture (3C)-based technology, an experimental approach for understanding chromatin interactions within DNA. The Hi-C technology measures pairwise chromatin interaction frequencies within a cell population. The genome is divided into bins of equal size (1K bases long), and the number of contacts observed between each pair of bins is reported. Nodes represent genomic regions and weighted edges represent normalized contacts between two regions in the genome."
heur_106,power-bcspwr10.gr,5300,8271,79.0,71.0,infrastructure,http://networkrepository.com/,a power grid network
heur_107,NE1K_HiC_Net_18.gr,5478,341851,3173.4,890.0,biology,http://snap.stanford.edu/biodata/,"This is a Hi-C interaction network. Hi-C is a chromosome conformation capture (3C)-based technology, an experimental approach for understanding chromatin interactions within DNA. The Hi-C technology measures pairwise chromatin interaction frequencies within a cell population. The genome is divided into bins of equal size (1K bases long), and the number of contacts observed between each pair of bins is reported. Nodes represent genomic regions and weighted edges represent normalized contacts between two regions in the genome."
heur_108,1108849.protein.links.v11.0.txt.gr,6024,114522,1019.5,1887.0,biology,https://string-db.org/,"STRING is a database of known and predicted protein-protein interactions. The interactions include direct (physical) and indirect (functional) associations; they stem from computational prediction, from knowledge transfer between organisms, and from interactions aggregated from other (primary) databases. This is a protein-interaction network of Penicillium rubens."
heur_109,NE1K_HiC_Net_21.gr,6806,366239,3450.4,1338.0,biology,http://snap.stanford.edu/biodata/,"This is a Hi-C interaction network. Hi-C is a chromosome conformation capture (3C)-based technology, an experimental approach for understanding chromatin interactions within DNA. The Hi-C technology measures pairwise chromatin interaction frequencies within a cell population. The genome is divided into bins of equal size (1K bases long), and the number of contacts observed between each pair of bins is reported. Nodes represent genomic regions and weighted edges represent normalized contacts between two regions in the genome."
heur_110,Włocławek_Poland.gr,6921,9710,91.9,70.0,infrastructure,Open street maps,Włocławek (Poland): a road network downloaded from open street maps using osmnx Python package
heur_111,29875.protein.links.v11.0.txt.gr,6974,177381,1569.2,2228.0,biology,https://string-db.org/,"STRING is a database of known and predicted protein-protein interactions. The interactions include direct (physical) and indirect (functional) associations; they stem from computational prediction, from knowledge transfer between organisms, and from interactions aggregated from other (primary) databases. This is a protein interaction network of Trichoderma virens."
heur_112,soc-wiki-elec.gr,7115,100777,938.2,1211.0,social,http://networkrepository.com/,The dataset contains all administrator elections and vote history data based on the latest complete dump of Wikipedia page edit history (from January 3 2008).
heur_113,DCh-Miner_miner-disease-chemical.gr,7197,466656,4040.1,1435.0,biology,http://snap.stanford.edu/biodata/,"This is a disease-drug association network that contains information on drug-disease relationships. Nodes represent diseases and drugs (also including certain chemicals that are not human drugs), and edges represent associations between them. Examples of associations include interactions between arsenic and different diseases, including prostatic neoplasms, skin diseases, and myocardial ischemia. Disease-drug associations are useful to understand mechanisms by which drugs treat diseases and to develop hypotheses about mechanisms underlying environmental diseases. The information is extracted from a database of curated and inferred chemical-disease asssociations. Curated chemical-disease associations are extracted from published literature by biocurators. Inferred associations are established via curated chemical-gene interactions (e.g., chemical A is associated with disease B because chemical A has a curated interaction with gene C, and gene C has a curated association with disease B). Citation: The Comparative Toxicogenomics Database: update 2017. Davis, Allan Peter, et al. Nucleic Acids Research. 2016."
heur_114,ChG-Miner_miner-chem-gene.gr,7342,15343,134.0,195.0,biology,http://snap.stanford.edu/biodata/,"This is a drug-target interaction network that contains information on which genes (i.e., proteins encoded by genes) are targeted by drugs that are on the U.S. market. Drug targets are molecules that play a critical role in the transport, delivery or activation of the drug. Drug target information is widely used to facilitate computational drug target discovery, drug design, drug docking or screening, drug metabolism prediction, drug interaction prediction, and general pharmaceutical research. Drug target information includes biotech drugs and nutraceuticals (these drugs on average have 5-10 unique target proteins), lists all targets that have been found to have physiological or pharmaceutical effects (not only a single primary target), and fully accounts for the fact that many drug targets are protein complexes composed of multiple subunits or combinations of proteins.  References: DrugBank 5.0: a major update to the DrugBank database for 2018. Wishart, David S., et al. Nucleic Acids Research. 2017."
heur_115,planted_weighted_cycle_854_13+1708v+5551e.gr,7577,70754,670.8,45.0,planted,PACE 2020,A cycle of cliques of random cycles with some added random edges that go bottom-up the optimal treedepth decomposition
heur_116,hep-th_8361.gr,7610,16332,152.0,357.0,social,http://www-personal.umich.edu/~mejn/netdata/,"High-energy theory collaborations: weighted network of coauthorships between scientists posting preprints on the High-Energy Theory E-Print Archive between Jan 1, 1995 and December 31, 1999. Please cite M. E. J. Newman, Proc. Natl. Acad. Sci. USA 98, 404-409 (2001)."
heur_117,planted_rand_tree_7688+23064e.gr,7688,30751,292.9,12.0,planted,PACE 2020,A random tree with some added random edges that go bottom-up the optimal treedepth decomposition
heur_118,hu.MAP_edges_BioGRID_format_v3_cleaned.gr,7778,36300,309.6,174.0,biology,https://thebiogrid.org/,"This is a protein-interaction network containing interactions between human proteins determined by mass-spectrometry. Compiled by Drew, K. et al., Integration of over 9,000 mass spectrometry experiments builds a global map of human protein complexes. Molecular Systems Biology, 13(6), 932, 2017. http://dx.doi.org/10.15252/msb.20167490"
heur_119,DG-AssocMiner_miner-disease-gene-cleaned.gr,7813,21357,179.0,383.0,biology,http://snap.stanford.edu/biodata/,"This is a disease-gene association network that contains information on disease-associated genes. Nodes represent genes and diseases and edges represent associations between them. The information about genes and variants involved in human diseases can be used for different research purposes, including the investigation of molecular mechanisms of species diseases and their comorbidities, the analysis of the properties of disease genes, the generation of hypotheses on drug therapeutic action and drug adverse effects, the validation of computationally predicted disease genes, and the evaluation of text-mining methods performance. Citation: OMIM.org: Online Mendelian Inheritance in Man, an online catalog of human genes and genetic disorders. Amberger, Joanna S., et al. Nucleic Acids Research. 2014. Comparative Toxicogenomics Database: update 2017. Davis, Allan Peter, et al. Nucleic Acids Research. 2016. DisGeNET: a comprehensive platform integrating information on human disease-associated genes and variants. Pinero, Janet, et al. Nucleic Acids Research. 2016."
heur_120,680198.protein.links.v11.0.txt.gr,8567,99636,927.6,2073.0,biology,https://string-db.org/,"STRING is a database of known and predicted protein-protein interactions. The interactions include direct (physical) and indirect (functional) associations; they stem from computational prediction, from knowledge transfer between organisms, and from interactions aggregated from other (primary) databases. This is a protein-interaction network of Streptomyces scabiei."
heur_121,ChG-InterDecagon_targets.gr,9570,131042,1112.9,332.0,biology,http://snap.stanford.edu/biodata/,"This is a chemical-gene interaction network that contains information on interactions between genes (i.e., proteins encoded by genes) and small molecules. Nodes represent chemicals and genes, and edges represent biological interactions between them. For example, small molecules can activate or inhibit proteins, such as enzymes or receptors, and can target proteins by binding to them with different binding affinities. For instance, aspirin has relatively low binding affinities, whereas rofecoxib is specifically binding protein PTGS2. The chemical-gene interaction network is global and as such considers interactions anywhere in an organism. The network aggregates high-throughput experiments data, manually curated datasets, and the results of several prediction methods into a single global network of chemical-gene interactions.  References Modeling polypharmacy side effects with graph convolutional networks. Marinka Zitnik, Monica Agrawal, and Jure Leskovec. Bioinformatics. 2018. Presented at ISMB 2018"
heur_122,Costanzo2016-HighestConfidence.tab.gr,10020,380059,3545.0,4392.0,biology,https://thebiogrid.org/,"This is a gene-interaction network containing ~90% of all genes in the budding yeast (Saccharomyces cerevisiae) and their high-confidence interactions. The vertices are genes and an edge represents the fact that individuals missing both genes are significantly less viable than if they miss only one gene. Data gathered by Costanzo, M. et al., A global genetic interaction network maps a wiring diagram of cellular function. Science, 353(6306), 2016. http://dx.doi.org/10.1126/science.aaf1420"
heur_123,Grudziądz_Poland.gr,10416,15534,149.8,89.0,infrastructure,Open street maps,Grudziądz (Poland): a road network downloaded from open street maps using osmnx Python package
heur_124,ChSe-Decagon_monopharmacy.gr,10823,174977,1508.1,632.0,biology,http://snap.stanford.edu/biodata/,"This is a drug side-effect association network that contains information on side effects caused by drugs that are on the U.S. market. Nodes represent drugs and side effects, and edges indicate recorded adverse drug reactions. The information is extracted from public documents, package inserts, drug labels, off-label associations between drugs and side effects, and adverse event reporting systems that collect reports from doctors, patients and drug companies.  References: Modeling polypharmacy side effects with graph convolutional networks. Marinka Zitnik, Monica Agrawal, and Jure Leskovec. Bioinformatics. 2018. Presented at ISMB 2018 Data-driven prediction of drug effects and interactions. Tatonetti, Nicholas P., et al. Science Translational Medicine. 2012."
heur_125,Bemowo_Warszawa_Poland.gr,10828,15597,151.6,90.0,infrastructure,Open street maps,Bemowo (Warszawa_Poland): a road network downloaded from open street maps using osmnx Python package
heur_126,grid_11449.gr,11449,22684,223.0,266.0,generated,Python networkx package,A grid graph generated using grid_graph function from Python’s networkx package
heur_127,planted_rand_tree_11533+34599e.gr,11533,46131,453.4,12.0,planted,PACE 2020,A random tree with some added random edges that go bottom-up the optimal treedepth decomposition
heur_128,planted_weighted_cycle_1281_14+2562v+8967e.gr,12049,122284,1212.7,49.0,planted,PACE 2020,A cycle of cliques of random cycles with some added random edges that go bottom-up the optimal treedepth decomposition
heur_129,GTFS_VBB_EndeApr_Dez2016.zip_bus.gr,12317,19327,4353.5,71.0,infrastructure,https://github.com/daajoe/transit_graphs,Transit graphs contributed by Johannes Fichte for PACE 2017
heur_130,cit-DBLP.gr,12592,49660,466.5,1195.0,social,http://networkrepository.com/,A citation network
heur_131,GTFS_VBB_EndeApr_Dez2016.zip.gr,13075,21047,4786.4,103.0,infrastructure,https://github.com/daajoe/transit_graphs,Transit graphs contributed by Johannes Fichte for PACE 2021
heur_132,astro-ph_16706.gr,16046,121620,1214.9,1776.0,social,http://www-personal.umich.edu/~mejn/netdata/,"weighted network of coauthorships between scientists posting preprints on the Astrophysics E-Print Archive between Jan 1, 1995 and December 31, 1999."
heur_133,cond-mat_16726.gr,16264,48319,488.7,754.0,social,http://www-personal.umich.edu/~mejn/netdata/,"weighted network of coauthorships between scientists posting preprints on the Condensed Matter E-Print Archive between Jan 1, 1995 and December 31, 1999. Please cite M. E. J. Newman, The structure of scientific collaboration networks, Proc. Natl. Acad. Sci. USA 98, 404-409 (2001)."
heur_134,Toruń_Poland.gr,16888,25278,263.8,135.0,infrastructure,Open street maps,Toruń (Poland): a road network downloaded from open street maps using osmnx Python package
heur_135,planted_rand_tree_17299+51897e.gr,17299,69195,726.2,13.0,planted,PACE 2020,A random tree with some added random edges that go bottom-up the optimal treedepth decomposition
heur_136,PP-Decagon_ppi.gr,19082,715620,6996.1,8050.0,biology,http://snap.stanford.edu/biodata/,"This is a protein-protein association network that includes direct (physical) protein-protein interactions, as well as indirect (functional) associations between human proteins. Nodes represent proteins and edges represent associations between them. The information is based on direct physical binding of proteins and many other, indirect ways of cooperation and mutual regulation between proteins. For example, proteins can influence each other's production and half-life, exchange reaction products, participate in signal relay mechanisms, or jointly contribute toward specific biological functions. Together, these direct and indirect interactions constitute 'functional associations', a useful operational umbrella-term for specific and functionally productive protein-protein interactions of any type.  References: Modeling polypharmacy side effects with graph convolutional networks. Marinka Zitnik, Monica Agrawal, and Jure Leskovec. Bioinformatics. 2018. Presented at ISMB 2018"
heur_137,planted_weighted_cycle_1922_15+3844v+14415e.gr,19539,220907,2345.3,58.0,planted,PACE 2020,A cycle of cliques of random cycles with some added random edges that go bottom-up the optimal treedepth decomposition
heur_138,DF-Miner_miner-disease-function.gr,20549,802760,8284.0,3386.0,biology,http://snap.stanford.edu/biodata/,"This is a disease-function association network that contains information on relationships between diseases and cellular functions. Cellular functions capture biological processes (e.g., pathways made up of the activities of multiple proteins such as cell communication), cellular components (e.g., components where gene products are active such as mitochondria), and molecular functions (e.g., molecular activities of gene products such as drug binding). Nodes represent diseases and functions, and edges indicate associations between them. The information is extracted based on shared disease-gene and function-gene associations. Citation: The Comparative Toxicogenomics Database: update 2017. Davis, Allan Peter, et al. Nucleic Acids Research. 2016."
heur_139,PP-Pathways_ppi_repaired_encoding.gr,21539,338643,3213.7,5725.0,biology,http://snap.stanford.edu/biodata/,"This is a protein-protein interaction network that contains physical interactions between proteins that are experimentally documented in humans, such as metabolic enzyme-coupled interactions and signaling interactions. Nodes represent human proteins and edges represent physical interaction between proteins in a human cell. The information is restricted to protein-protein interactions that are experimentally verified in wet biological laboratories. Reference: Large-scale analysis of disease pathways in the human interactome. Monica Agrawal, Marinka Zitnik, and Jure Leskovec. Pacific Symposium on Biocomputing. 2018."
heur_140,as-22july06_22963.gr,22963,48436,439.7,205.0,social,http://www-personal.umich.edu/~mejn/netdata/,"a symmetrized snapshot of the structure of the Internet at the level of autonomous systems, reconstructed from BGP tables posted by the University of Oregon Route Views Project. This snapshot was created by Mark Newman from data for July 22, 2006 and is not previously published."
heur_141,waxman_23907.gr,23907,58424,632.0,669.0,generated,Python networkx package,A Waxman graph (a random geometric graph) generated using waxman_graph function from Python’s networkx package
heur_142,Reykjavik_Iceland.gr,25670,37692,409.9,132.0,infrastructure,Open street maps,Reykjavik (Iceland): a road network downloaded from open street maps using osmnx Python package
heur_143,planted_rand_tree_25949+77847e.gr,25949,103795,1124.7,14.0,planted,PACE 2020,A random tree with some added random edges that go bottom-up the optimal treedepth decomposition
heur_144,soc-epinions.gr,26588,100120,953.5,2109.0,social,http://networkrepository.com/,This is the trust network from the online social network Epinions. Nodes are users of Epinions and directed edges represent trust between the users
heur_145,planted_weighted_cycle_2883_16+5766v+23064e.gr,30136,355825,3913.8,63.0,planted,PACE 2020,A cycle of cliques of random cycles with some added random edges that go bottom-up the optimal treedepth decomposition
heur_146,cond-mat-2003_31163.gr,30460,120924,1273.1,2067.0,social,http://www-personal.umich.edu/~mejn/netdata/,"updated network of coauthorships between scientists posting preprints on the Condensed Matter E-Print Archive. This version includes all preprints posted between Jan 1, 1995 and June 30, 2003. The largest component of this network, which contains 27519 scientists, has been used by several authors as a test-bed for community-finding algorithms for large networks; see for example J. Duch and A. Arenas, Phys. Rev. E 72, 027104 (2005). These data can be cited as M. E. J. Newman, Proc. Natl. Acad. Sci. USA 98, 404-409 (2001)."
heur_147,Białystok_Poland.gr,33145,48326,534.7,164.0,infrastructure,Open street maps,Białystok (Poland): a road network downloaded from open street maps using osmnx Python package
heur_148,osm-primary-roads-Poland.gr,33694,37947,420.2,31.0,infrastructure,Open street maps,Poland (primary roads): a road network downloaded from open street maps using osmnx Python package
heur_149,Katowice_Poland.gr,33836,47707,528.3,137.0,infrastructure,Open street maps,Katowice (Poland): a road network downloaded from open street maps using osmnx Python package
heur_150,planted_rand_tree_38923+116769e.gr,38923,155691,1743.9,14.0,planted,PACE 2020,A random tree with some added random edges that go bottom-up the optimal treedepth decomposition
heur_151,cond-mat-2005_40421.gr,39577,176646,1886.5,3072.0,social,http://www-personal.umich.edu/~mejn/netdata/," updated network of coauthorships between scientists posting preprints on the Condensed Matter E-Print Archive. This version includes all preprints posted between Jan 1, 1995 and March 31, 2005. Please cite M. E. J. Newman, Proc. Natl. Acad. Sci. USA 98, 404-409 (2001)."
heur_152,expander-chordal-cycle_40693.gr,40693,61038,682.8,4690.0,generated,Python networkx package,A cycle graph on p nodes with chords joining each vertex x to its inverse modulo p. This graph is a (mildly explicit) 3-regular expander. Generated using chordal_cycle_graph function from Python’s networkx package
heur_153,Szczecin_Poland.gr,44321,63594,713.9,166.0,infrastructure,Open street maps,Szczecin (Poland): a road network downloaded from open street maps using osmnx Python package
heur_154,Amsterdam_Netherlands.gr,44535,69221,777.6,195.0,infrastructure,Open street maps,Amsterdam (Netherlands): a road network downloaded from open street maps using osmnx Python package
heur_155,Bucharest_Romania.gr,45455,64428,724.4,176.0,infrastructure,Open street maps,Bucharest (Romania): a road network downloaded from open street maps using osmnx Python package
heur_156,FF-Miner_miner-func-func.gr,46028,106520,1156.4,1175.0,biology,http://snap.stanford.edu/biodata/,"This is a biological function network that classifies biological functions into a hierarchy. The hierarchy is specified by Gene Ontology that describes biological functions and relationships between them. Biological functions capture biological processes (i.e., pathways and larger processes made up of the activities of multiple gene products), cellular components (i.e., components/organelles where gene products are active), and molecular functions (i.e., molecular activities of gene products).  The information is extracted from Gene Ontology, which defines the universe of concepts relating to biological functions, and how these functions are related to each other. References: Gene Ontology: tool for the unification of biology. Ashburner, Michael, et al. Nature Genetics. 2000."
heur_157,planted_weighted_cycle_4324_17+8648v+36754e.gr,47463,601759,6776.2,68.0,planted,PACE 2020,A cycle of cliques of random cycles with some added random edges that go bottom-up the optimal treedepth decomposition
heur_158,soc-gemsec-HU.gr,47538,222887,2466.3,10263.0,social,http://networkrepository.com/,"The data was collected from the music streaming service Deezer (November 2017). These datasets represent friendship networks of users from 3 European countries. Nodes represent the users and edges are the mutual friendships. We reindexed the nodes in order to achieve a certain level of anonimity. The edge files contain the edges - nodes are indexed from 0. The json files contain the genre preferences of users - each key is a user id, the genres loved are given as lists. Genre notations are consistent across users. In each dataset users could like 84 distinct genres. Liked genre lists were compiled based on the liked song lists. The countries included are Romania, Croatia and Hungary."
heur_159,Gdańsk_Poland.gr,48050,69027,777.6,164.0,infrastructure,Open street maps,Gdańsk (Poland): a road network downloaded from open street maps using osmnx Python package
heur_160,Vilnius_Lithuania.gr,51906,70100,792.4,161.0,infrastructure,Open street maps,Vilnius (Lithuania): a road network downloaded from open street maps using osmnx Python package
heur_161,planted_rand_tree_58385+175155e.gr,58385,233539,2649.0,16.0,planted,PACE 2020,A random tree with some added random edges that go bottom-up the optimal treedepth decomposition
heur_162,Stockholm_Sweden.gr,60411,88589,1006.5,174.0,infrastructure,Open street maps,Stockholm (Sweden): a road network downloaded from open street maps using osmnx Python package
heur_163,Poznań_Poland.gr,60924,87941,999.4,195.0,infrastructure,Open street maps,Poznań (Poland): a road network downloaded from open street maps using osmnx Python package
heur_164,Bratislava_Slovakia.gr,61125,85496,971.4,186.0,infrastructure,Open street maps,Bratislava (Slovakia): a road network downloaded from open street maps using osmnx Python package
heur_165,Belgrade_Serbia.gr,69761,89649,1022.4,158.0,infrastructure,Open street maps,Belgrade (Serbia): a road network downloaded from open street maps using osmnx Python package
heur_166,planted_weighted_cycle_6487_18+12974v+58383e.gr,74512,1003437,11468.1,71.0,planted,PACE 2020,A cycle of cliques of random cycles with some added random edges that go bottom-up the optimal treedepth decomposition
heur_167,Oslo_Norway.gr,84260,114967,1317.9,257.0,infrastructure,Open street maps,Oslo (Norway): a road network downloaded from open street maps using osmnx Python package
heur_168,planted_rand_tree_87578+262734e.gr,87578,350311,4018.1,16.0,planted,PACE 2020,A random tree with some added random edges that go bottom-up the optimal treedepth decomposition
heur_169,Wrocław_Poland.gr,87702,125808,1443.7,214.0,infrastructure,Open street maps,Wrocław (Poland): a road network downloaded from open street maps using osmnx Python package
heur_170,Budapest_Hungary.gr,93413,135176,1553.0,201.0,infrastructure,Open street maps,Budapest (Hungary): a road network downloaded from open street maps using osmnx Python package
heur_171,Cyprus.gr,94769,121465,1395.7,148.0,infrastructure,Open street maps,Cyprus: a road network downloaded from open street maps using osmnx python package
heur_172,Łodzia_Poland.gr,100924,143077,1648.2,263.0,infrastructure,Open street maps,Łodzia (Poland): a road network downloaded from open street maps using osmnx Python package
heur_173,Ankara_Turkey.gr,107366,156183,1819.5,212.0,infrastructure,Open street maps,Ankara (Turkey): a road network downloaded from open street maps using osmnx Python package
heur_174,Kyiv_Ukraine.gr,112777,163132,1916.2,227.0,infrastructure,Open street maps,Kyiv (Ukraine): a road network downloaded from open street maps using osmnx Python package
heur_175,Dublin_Ireland.gr,117297,149604,1768.4,162.0,infrastructure,Open street maps,Dublin (Ireland): a road network downloaded from open street maps using osmnx Python package
heur_176,random-cubic_117456.gr,117456,176184,2083.3,20257.0,generated,Python networkx package,A random cubic graph generated using random_regular_graph function from Python’s networkx package
heur_177,GP-Miner_miner-gene-protein.gr,125235,125234,1514.8,3.0,biology,http://snap.stanford.edu/biodata/,"This is protein-gene association network that contais information on genes and proteins encoded by these genes. Nodes represent genes and proteins, and edges protein-coding relationships."
heur_178,planted_rand_tree_131368+394104e.gr,131368,525471,6326.7,16.0,planted,PACE 2020,A random tree with some added random edges that go bottom-up the optimal treedepth decomposition
heur_179,Warszawa_Poland.gr,153813,227178,2784.5,293.0,infrastructure,Open street maps,Warszawa (Poland): a road network downloaded from open street maps using osmnx Python package
heur_180,planted_rand_tree_197052+591156e.gr,197052,788207,9943.6,17.0,planted,PACE 2020,A random tree with some added random edges that go bottom-up the optimal treedepth decomposition
heur_181,random-cubic_199674.gr,199674,299511,3769.4,35339.0,generated,Python networkx package,A random cubic graph generated using random_regular_graph function from Python’s networkx package
heur_182,Rome_Italy.gr,201693,260616,3282.3,244.0,infrastructure,Open street maps,Rome (Italy): a road network downloaded from open street maps using osmnx Python package
heur_183,Berlin_Germany.gr,205957,287541,3627.7,274.0,infrastructure,Open street maps,Berlin (Germany): a road network downloaded from open street maps using osmnx Python package
heur_184,Bern_Switzerland.gr,206512,265805,3355.0,249.0,infrastructure,Open street maps,Bern (Switzerland): a road network downloaded from open street maps using osmnx Python package
heur_185,ca-dblp-2010.gr,226413,716460,8860.1,11085.0,social,http://networkrepository.com/,dblp 2010 collaboration network
heur_186,email-EuAll.gr,265009,380112,4883.6,1027.0,social,http://konect.cc/,Email network of a large European Research Institution
heur_187,planted_rand_tree_295578+886734e.gr,295578,1182311,15158.3,18.0,planted,PACE 2020,A random tree with some added random edges that go bottom-up the optimal treedepth decomposition
heur_188,dblp-coathors.gr,317080,1049866,13595.0,18371.0,social,http://konect.cc/,This is the co-authorship network of the DBLP computer science bibliography. Nodes are authors and an undirected edge between two nodes exists if the corresponding authors have published at least one paper together.
heur_189,Madrid_Spain.gr,332392,482769,6285.3,404.0,infrastructure,Open street maps,Madrid (Spain): a road network downloaded from open street maps using osmnx Python package
heur_190,London_UnitedKingdom.gr,332476,437371,5692.5,318.0,infrastructure,Open street maps,London (UnitedKingdom): a road network downloaded from open street maps using osmnx Python package
heur_191,ca-MathSciNet.gr,332689,820644,10169.8,17850.0,social,http://networkrepository.com/,MathSciNet collaboration network
heur_192,Moscow_Russia.gr,406024,589547,7744.2,391.0,infrastructure,Open street maps,Moscow (Russia): a road network downloaded from open street maps using osmnx Python package
heur_193,grid_442225.gr,442225,883120,11642.3,1760.0,generated,Python networkx package,A grid graph generated using grid_graph function from Python’s networkx package
heur_194,expander-margulis_442225.gr,442225,1764910,23266.1,149685.0,generated,Python networkx package,A  Margulis-Gabber-Galil undirected graph (8-regular expander with multiple edges removed) on n^2 nodes. Generated using margulis_gabber_galil_graph from Python’s networkx package
heur_195,random-cubic_443366.gr,443366,665049,8767.0,78413.0,generated,Python networkx package,A random cubic graph generated using random_regular_graph function from Python’s networkx package
heur_196,expander-chordal-cycle_443369.gr,443369,665050,8767.1,52642.0,generated,Python networkx package,A cycle graph on p nodes with chords joining each vertex x to its inverse modulo p. This graph is a (mildly explicit) 3-regular expander. Generated using chordal_cycle_graph function from Python’s networkx package
heur_197,Mazowsze_Poland.gr,534221,738815,9799.3,394.0,infrastructure,Open street maps,Mazowsze (Poland): a road network downloaded from open street maps using osmnx Python package
heur_198,Ireland.gr,878290,1023315,13737.5,307.0,infrastructure,Open street maps,Ireland: a road network downloaded from open street maps using osmnx Python package
heur_199,Georgia.gr,1319676,1624597,22717.9,397.0,infrastructure,Open street maps,Georgia: a road network downloaded from open street maps using osmnx Python package
heur_200,Netherlands.gr,1994013,2889612,42001.5,534.0,infrastructure,Open street maps,The Nederlands: a road network downloaded from open street maps using osmnx python package
